start,end,text
277880,282520," Yeah, yeah, I want I just want to see that board. Talk. Show me the board. I want to see the board"
282520,287200," Where's the board at? Oh my god. It is hard to find because it's quite short"
287200,290400," You piece of shit"
290400,299120," You know, you're not allowed to make those jokes, you know, that's how that works, right?"
299120,304960," Got him. Oh, see that's real insecure"
304960,307840," Spencer here with the half inch"
307840,312880," Okay for my metric friends out there a half inch is not a lot"
312880,318480," It's not worth it. It's not it's not worth it. It makes you seem insecure"
318720,321280," If you have to put the half inch in you"
321280,326240," I wouldn't recommend it"
326240,328720," Okay"
328720,334160," Can they can they show I want to zoom in on the board? Oh my god"
334160,338160," There's a tier above a though. There's s tier. They don't zoom into the board"
338160,343520," I can zoom myself. Okay Danny DeVito wait"
345040,348160," Little that's a fictional character"
348160,353920," Okay, I don't recognize any of these other people. It's a little blurry. Okay. Who's my a tier?"
353920,357920," Some soccer player mega man's in there"
357920,365120," Okay, what is this Jesus with a trimmed beard? Okay. I don't know. I don't know who any of these people are you know what?"
365120,369760," I am. I'm pretty happy. I got elmer fud up in here"
370480,374320," B tier looks strong. Yeah, B tier legitimately looks strong. B tier seems like"
374320,379840," Honestly, I feel like the a and the s tier. They were mostly just memeing except Danny DeVito who is amazing"
379840,383840," Yes, and and B tier is like kind of where the solid short came"
383840,389120," So apparently jack black was an s tier. Oh jack black was an s I mean all right messy is up there"
389120,394720," I don't someone said lost to messy, but they didn't say if it was a or s but either way, all right"
394720,399760," Yeah, that's fine. I'm happy with lord far. Apparently you beat tom cruise. I beat tom cruise"
400240,406720," That's pretty good. I mean that's pretty good. Sort of it really strong be it really depends on how you're ranking tom cruise"
406720,410400," If you rank tom cruise as a successful movie producer"
410400,417840," Um then he probably belongs in s tier. Yes, if you rank tom cruise as also s tier as a runner"
417840,419920," Yeah, I mean i've seen him run on a broken ankle"
419920,426160," For real though like he like broke his ankle doing a stun and then just kept running which is like"
426160,429680," He's actually extremely good at running like genuinely. Yeah"
430240,435600," But if you rank tom cruise as an individual with both hinges attached to the wall"
435600,442880," Sometimes when you're extremely excessively good at something other things kind of"
442880,446560," Fall off a little bit. I mean that's one way of talking about it"
446560,448000," Um"
448000,451920," Either way, I'm I'm happy with my B tier ranking and we can move on now"
451920,455120," Maybe we'll get on the spaceship"
455360,456960," In worse news"
456960,462080," Microsoft and google have laid off thousands of workers and this is not"
462080,467840," No, this is not deja vu. You are not watching an old land show from a few weeks ago"
467840,476640," This is like this is like again. This is still happening. The tech sector is shedding workers like there is absolutely no tomorrow"
476640,482320," Uh, microsoft announced is is cutting 10 000 jobs. That's nearly 5% of its workers"
482720,486640," These stated reasons include changes in consumer preferences"
486640,490560," And macro economic conditions"
490560,493600," Um while microsoft is cutting jobs in some areas though"
493600,497360," They are actually still hiring in others notably in the ai department"
497360,502560," I mean we've talked about this a fair bit over the last couple of months, but gpt3"
502560,505040," Um the upcoming gpt4"
505040,509680," Microsoft's major investment in open ai seems to indicate that they are"
510800,517280," Laser focused on what chatbots mean for their future business whether it's as your"
517280,526000," Whether it's bing whether it's windows. I think we're going to see extremely deep integration of the stuff that that microsoft has openly"
526000,530160," Showing that they care about on the consumer side of things for the last very long time"
530160,532560," Cortana bing"
532560,540000," Other things like that would be aided very heavily by the popular thing in ai right now, which is large language models"
540320,544880," Um, so improved versions of that would be extremely valuable to microsoft so it makes sense"
544880,550480," Interestingly microsoft announced the layoffs on january 18th one year to the day"
550480,555920," After they announced their plans to acquire act vision blizzard for 69 billion dollars"
555920,562480," And one week after reports indicated the company plans to invest 10 billion in open ai"
562480,568720," So they have money interesting they have just chosen not to spend it on"
570000,574160," Retaining workers so I don't have notes for this so i'm going to say things that are wrong"
574160,577600," I'm just prefacing a nice like that. We liked you better last week"
577600,582000," But I just couldn't talk at least you didn't say anything inaccurate"
582000,585520," Um as far as I know"
585520,586320," once"
586320,590080," Uh open ai makes enough money that they can pay back whatever"
590080,595680," Like the microsoft's investment you mean yeah, the like shares are gone and everything kind of reverts back to"
596240,601680," Uh being owned and operated under open ai so I wonder if this 10 billion dollar investment"
601680,604320," Is to try to stave that off"
604320,606240," Oh"
606240,610560," I actually I I have no way of knowing clue the terms of no clue"
610560,612640," I don't remember what the terms were"
612640,616880," blah blah blah blah but I feel like this might be kind of like a defensive maneuver because they see them"
616880,623280," Potentially doing too well too fast. So they need to up their investment potentially. I don't know maybe I know nothing"
624000,625360," Moving on"
625360,630800," Meanwhile google is cutting 12 000 employees or around 6 of its workforce"
630800,635040," Google's ceo stated that following two years of dramatic growth google"
635040,645280," Hired for a different economic reality than the one they are currently facing over the course of the pandemic google's workforce increased by 78 000 jobs"
645280,648880," I mean"
650800,656400," I don't know man see this is the thing that's so frustrating to me is when management gets it right"
656400,658960," management benefits"
658960,660960," And when management gets it wrong"
660960,669440," At most companies the employees get hit yeah, so I mean we've talked a lot about"
669440,671520," sustainable hiring"
671520,676800," Um, I I think I've talked about this on wancho before but basically the the way that"
677200,684480," Yvonne and I forecast when we sit down and we set a budget for hiring is we look at the previous year"
684480,687200," and basically go okay"
687200,693120," Assuming no growth whatsoever next year based on that year"
693120,699920," So we we basically build in that we could revert back to last year's performance and not grow at all"
699920,702240," Can we afford?"
702240,707040," Whatever it is that we're hiring for the for for this year is what was that clear"
707440,714960," So our hiring budget for this year is affected by how we performed last year and assuming that the following year will be like that"
714960,717760," What has actually happened is for"
717760,725360," eight out of our 10 years we have experienced significant growth for two out of our 10 years"
725360,728080," We've had what we've kind of called reinvestment years"
728080,735280," um, and that's a big part of the reason that we take that approach is because it gives us the flexibility to have a"
735920,743280," A reinvestment year where we can make long-term investments that might not pay off for two years or or three years"
743280,748160," Um, well, I'm expecting this year that we're in right now to be what we would call a"
748160,754800," Reinvestment year. I'm not expecting well actually we're forecasting less profit this year than last year"
754800,760720," Uh for any, uh"
760800,766400," Line of media group float plane or creator warehouse, um and plays who are watching that's okay. Yeah, yeah"
766400,770080," It will pay off in 2024 to be fine. Everything's good"
770080,775760," And uh, and if it didn't we'd still be able to afford it because it's all kind of based on how last year went"
775760,777680," uh, any who"
777680,783120," Uh, it I don't know it's it's frustrating to me because this feels like such a management failure"
783120,785360," And yet I pretty much promise"
786000,789920," That google's stock went up this week like here. I don't actually know"
789920,795760," I don't actually know response stock does go up in these situations. Uh, do I have google arm? I think oh?"
795760,800960," No, oh wait. Yes google stock is up like 5% today"
800960,804160," Genius, um"
804160,807600," Investors like it when a bunch of people get fired"
807600,810400," Yeah, which I"
811200,819840," I don't know here's a here's an alternate way of looking at it should investors like it when management is so incompetent that they accidentally hire"
819840,822400," 12,000 too many people"
822400,828560," That they then can't afford to pay and presumably"
828560,838160," Whose projects whatever it is that they're working on are now stalled like I I just I don't understand this way of thinking and it's it's frustrating"
839280,844880," Yeah, Ben Mitchell and floatplane chat says google stock went up 5% when they fired 5% of their employees"
844880,847280," maybe"
847280,850640," If they want the stock to go up a hundred percent just fire everybody"
850640,854800," Including cook okay. I'm gonna buy some google real quick here"
854800,862640," On that excuse me on that subject. I actually have some more details to share on my next"
862640,868880," investment that um is now final the wire has gone through they have effectively"
869200,870880," Deposited the funds they've cashed the check"
870880,873600," Um, I'll tell you guys a little bit more about it, but first"
873600,876000," Uh, let's talk through the rest of this google stuff"
876000,882400," So affected employees from google will receive 60 days of pay followed by at least 16 weeks of severance"
882400,885040," I mean you got it at least give them credit there"
885040,890880," That is a pretty decent severance package like if I had 16 weeks of severance is like"
890880,894560," Yeah, if I had six months to kind of figure out what i'm gonna do next"
896160,902160," Fashion place will receive 60 days pay followed by at least 16 weeks severance. What's the difference here?"
902160,905200," I'm not sure. I'm sure there's some distinction like legally"
905200,906800," um"
906800,912640," But like microsoft google's ai department is unaffected and the speculation here is"
912640,916960," Likely because of the threat that chat gpd poses to google's dominance honestly"
916960,923520," Asking chat gpt things is so much better than googling them. You do have to"
924640,927840," I know you know this. I know it's an old data set old data set"
927840,931360," It's an old data set and you have to remember that it will confidently be wrong"
931360,935520," Um, so you have to keep your mind about you, but it it is"
935520,942560," Oh, yeah google search results can be confidently wrong too. Absolutely. That's the thing. Yeah, here's the challenge though"
942560,946560," I read a really interesting article a while back. I really I wish I had it in front of me"
946560,949920," So I could give you guys a more accurate summary of it"
950000,955280," But essentially it made the argument that voice assistance as we know them are doomed"
955280,956880," They're going away"
956880,963520," The the model was supposed to be that by collecting all of this information building these natural language models"
963520,967600," And making these voice assistance ubiquitous in our lives either"
967600,975360," in the phones in our pockets or in the smart speakers in our kitchens or wherever else they happen to be found in our TVs"
976400,979200," They would somehow start to sell us things"
979200,986720," And therefore generate a value to advertisers generating a value to the companies who have built them as far as anyone can tell"
986720,989520," Cortana's gone"
989520,991520," Alexa seems to be losing"
991520,997200," Copious amounts of money. The whole experiment has fundamentally failed"
997200,999840," and what I wonder"
999840,1002960," Is was the problem that they weren't good enough?"
1004240,1009520," Yes, that was part of it. At least part of it. They are fairly crap"
1009520,1012400," Or"
1012400,1019920," Was the problem that people will simply not interact with someone who is constantly trying to sell them something?"
1019920,1022400," So what I'm trying to say is"
1022400,1029840," Is chat GPT going to only be a viable alternative to google searching?"
1030640,1037360," Until it starts trying to sell us crap and if it paid service if it can't successfully sell us crap"
1037360,1039840," then will it ultimately just"
1039840,1045360," Not find a way of being commercialized because like if you think about it"
1045360,1049040," I don't mind looking up information"
1049040,1059040," By myself and being bombarded with ads. It's just kind of part of the process whether I am seeking out information in a newspaper or tv or or"
1059760,1061440," on a webpage"
1061440,1063440," but"
1063440,1067520," And maybe I'm maybe I'm outing myself as a bit of an introvert here"
1067520,1069520," if I have to"
1069520,1071520," communicate with someone"
1071520,1073760," and be sold something"
1073760,1075040," I like"
1075040,1077280," I would rather just buy nothing and walk away"
1077280,1078720," like"
1078720,1084400," There's certain types of purchase experiences that I I just like I read them"
1086240,1089760," like I was I was thinking hey, I have not"
1089760,1097840," Adorned my wife with any precious metals or jewels in a solid seven to eight years"
1097840,1100880," Maybe we're due"
1100880,1103280," I should probably take her jewelry shopping"
1103280,1107600," And I just meant you ever gone like jewelry shopping them all"
1107600,1114320," They're like they're like hyenas. I hate it. They're they're so aggressive. Yeah"
1114960,1121120," You tell them no, I I'm just browsing for now like I will even my body language is completely closed"
1121120,1128560," I I will preemptively before they even get a chance to inhale to open their mouths and start talking to me"
1128560,1130560," I'll say I'm just browsing for now. Thank you"
1130560,1133440," and they hover"
1133440,1138320," they hover they're practically breathing down your neck and and it drives me crazy because"
1139440,1142080," Maybe I'm about to prove myself wrong, right?"
1142080,1146320," It drives me crazy because they wouldn't do it if it didn't work on somebody"
1146320,1147280," Oh, yeah"
1147280,1156560," But if if if the more natural you make the interaction for me with this chatbot or with this voice assistant or whatever it is"
1156560,1159520," I feel like the more personally"
1159520,1164960," Offended or bothered or attacked or whatever the word is the more personally"
1165600,1173040," Anxious I'm gonna be when they try to sell me something ultimately. Does that does that make sense? Are my way off base here?"
1173040,1175920," No, that makes sense. I just I think"
1175920,1182560," And uh, I'm I'm probably going to be wrong and they're probably gonna go with a different model and that will"
1182560,1184720," be super bad"
1184720,1189360," Um, but I'm really hoping they go for a prosumer type of approach"
1189360,1192480," and charge for it"
1195120,1199760," Not if it's Microsoft. I mean Microsoft doesn't even charge for windows anymore. Essentially. Yeah"
1199760,1206000," Like what even what even is Microsoft's business is pretty clear. They're they're chasing that"
1206000,1210160," I mean why else would they have kept beating this dead bing horse?"
1210160,1212080," Yeah"
1212080,1219200," It's gotta be an advertising model. I mean, obviously they're they're certainly open to to software as a service"
1219200,1221440," I mean we we see that with game pass, but like"
1224080,1225840," again"
1225840,1228320," Back to what the best way to monetize"
1228320,1231120," Something that interacts with you"
1231120,1238000," Like if there was like a youtube premium chat gpt or a youtube premium being powered by chat gpt"
1238000,1241920," Whatever I would pay for that like being premium. Yeah, it won't be though"
1241920,1247360," Because they would they you don't want your brand to be sullied by the crappy version"
1247360,1251840," I mean microsoft learned this back in the day with windows 2000 and windows me"
1252720,1257120," I mean what they look at the why are we maintaining a good kernel"
1257120,1262800," It kernel why don't we just have one good kernel one. Yeah"
1262800,1268160," There was a thread on twitter where people were talking about like what they would pay"
1268160,1270800," for"
1270800,1274880," chat gpt powered by gpt 4.0 whatever sure um"
1274880,1281520," And that you and I both know that that type of interaction is always useless trash"
1282480,1286560," Because all the people talking are like oh pay whatever and then it comes time to do it"
1286560,1287360," And"
1287360,1292000," They don't pulling your actual credit card out of your actual wallet is much higher friction than"
1292000,1298160," Talking about how you're gonna like spend money on the internet. Yeah, um, yeah, it like never means anything"
1298160,1303520," It's completely useless conversation, but I was a little bit surprised knowing all of that"
1303520,1307040," How many people were enthusiastically"
1307040,1309680," wanting to line up to pay for it"
1310480,1312480," um, and I think if they made it a"
1312480,1317840," I don't even know if it's prosumer potentially just straight up professional"
1317840,1324960," application. I think they could make a lot of money from businesses because businesses I think would like"
1324960,1330240," powerful 4.0 powered chat gpt"
1330240,1333360," reinforced employees"
1335440,1341360," And you can you look at how much these platforms are charging companies for such basic crap"
1341360,1347440," Yeah, but it's worth it for the company. So they just pay it anyways. Yeah, like the bill for teams"
1347440,1349840," Yeah"
1349840,1351840," enormous. Yeah, but it's like"
1351840,1359200," Well, what are we gonna not have like guess we'll pay for it like enter in intrac company communication"
1359200,1364320," Are we just gonna not have that? I guess it's it's text chat when text chat was free"
1365040,1366000," like"
1366000,1368000," 20 years ago. I know"
1368000,1373840," But we pay out the nose like it's really expensive. Yes. I know how much it is"
1373840,1379280," It's just drives me. Thank you. It's it's crazy to me"
1379280,1384560," Don't forget. We also pay for g-suite and then it's and it'll be sweet and slack and everything else"
1384560,1386720," um"
1386720,1390480," Yeah, it's it's and they're they're they're really expensive"
1390640,1397440," So if you offer something that was actually powerful and wasn't literally a text chat that barely works. Yeah"
1397440,1401120," I think people would pay a lot for it as a company"
1401120,1404960," Maybe not so much as a person. I don't know"
1404960,1408640," Yeah, I mean how there's because it's all"
1408640,1412560," It's kind of like how we talked about the issue with real estate"
1412560,1418640," Where when people are buying it to live in it the calculus is very different compared to when people are buying it"
1419120,1423760," Based on and pricing it based on how much money they can make from it"
1423760,1426800," Like from my point of view when I look at the cost of something"
1426800,1432000," I'm looking at it in terms of how much time which equals money it saves"
1432000,1438400," So I was talking to dan actually before the show and I was saying hey dan"
1438400,1440400," merch messages"
1440400,1444000," Like wouldn't it be cool if when merch messages come in?"
1444000,1447280," Okay, so when people ask a question or something like that down here"
1447680,1452080," When you guys see a response that is almost always from dan occasionally. I reply to them"
1452080,1457200," Do you ever reply to them to what sorry merch messages like the text reply? Okay, so occasionally I'll reply to them"
1457200,1460000," Um, yeah, here's a reply. There's a reply right there"
1460000,1467600," Usually that's handled by dan and he replies to people just from hearing us talk on the wancho because he's like always here"
1467600,1473440," Or just from things he knows internally he'll try to answer your questions as best you can and I was telling dan I was like hey"
1474240,1477200," A it would save you a ton of time and B"
1477200,1480400," I think it would help you filter"
1480400,1486880," Which ones have been addressed before versus which ones we've talked about or which ones we haven't talked about"
1486880,1490400," If you could just take the transcript of every wancho"
1490400,1494000," dump it into a chat gpt prompt"
1494000,1496320," and then say"
1496320,1497760," based on"
1497760,1499760," This library of information"
1499760,1502400," What's the answer to this?"
1502400,1506160," You do a quick sanity check and then you just paste it in it's like"
1506160,1513040," Oh, you can do that. I know well, I know you can yeah, but how much will it cost? Right?"
1513040,1515760," Yeah, right now. We don't know right now"
1515760,1518800," Nothing, but it's it's in a testing phase"
1518800,1522480," Yeah, they've been very open about the fact that it's just in a testing phase"
1522480,1525840," Yeah, but but and what will the tools look like for that integration?"
1525840,1532320," Like will there be will there be api access so that the merch messages dashboard will properly integrate"
1532320,1538660," with that. People's questions could come in, automatically run through this process,"
1538660,1544160," and then our dashboard could be updated so that Dan only has to see their original message"
1544160,1547280," and the suggested output."
1547280,1549260," So there's two things, one of them—"
1549260,1550260," Sure."
1550260,1553740," A bunch of people in chat were like, \"Why don't you guys just run IRC?\" It's not the"
1553740,1558880," point, it's not the point, it's not the point, it's not the point. I don't even explain"
1558880,1562840," the point, it's just not the point."
1562840,1567560," And two, something that I think is going to be a really interesting reckoning is whenever"
1567560,1574320," chat GPT's model changes, and these tools that people are building that are based on"
1574320,1580440," it now have to react to the model change, that's going to be interesting. I know people"
1580440,1586320," that have sold tools built on chat GPT for 10K plus to companies that are trying to buy"
1586320,1591560," these tools that are chat GPT-powered, and they don't seem to understand that it's"
1591560,1593560," just in a testing phase."
1593560,1594560," It's going to change a lot."
1594560,1600000," It's going to happen eventually, they're going to commercialize it some way eventually."
1600000,1601000," Like soon."
1601000,1602000," Yeah."
1602000,1603000," It seems to me."
1603000,1609600," There are people making customer support bots for commercial pages right now based on"
1609600,1611520," chat GPT."
1611520,1614360," Which like, yeah, right now, honestly, it probably works pretty good."
1614360,1618440," Yeah, but when it costs you 10 cents a message or whatever that."
1618440,1620120," Well, you just have no idea."
1620120,1622520," Yeah, we have no clue."
1622520,1623520," No clue."
1623520,1624520," They might just yolk it."
1624520,1625520," Right."
1625520,1626520," Yeah."
1626520,1628040," They might just say, hey, testing phase is over."
1628040,1629520," Yeah, that's too many calls."
1629520,1630520," Yeah, or that."
1630520,1631520," Yeah."
1631520,1632520," Yeah."
1632520,1633520," To get it."
1633520,1635560," Like, I don't know."
1635560,1637640," I wouldn't want to do that right now."
1637640,1641160," That's all I'm saying."
1641160,1649560," But there's some pretty big core feature infrastructure that is being put on chat GPT,"
1649560,1652200," which is interesting."
1652200,1654680," Okay."
1654680,1660960," Speaking of people missing the point sometimes, I have an update on that thing that I said"
1660960,1663960," and then reversed course on."
1663960,1666160," And now I'm just like, I don't know what to do."
1666160,1667160," Okay."
1667160,1669400," You know how I said I was just going to start."
1669400,1674800," I was going to just start shadow banning people who were just like made my brain hurt."
1674800,1678160," And then the next week, I was like, you know what?"
1678160,1679960," I shadow banned like five people."
1679960,1683720," And then I was like, no, this is this is not this isn't helping anything anyway."
1683720,1687240," It's going to do nothing for improving the quality of discourse because it's an endless"
1687240,1690320," sea of bad takes or whatever else."
1690320,1695520," And I don't want to create an environment where people feel like by by expressing their"
1695520,1700440," thoughts, they could, you know, end up shadow banned, which is like sucky, right?"
1700440,1703000," Like that's never really been our approach to community feedback."
1703000,1704000," Never been the goal."
1704000,1705000," Yeah."
1705000,1710120," Well, you can you can find a nugget of gold in a mountain of poo."
1710120,1712560," And that's that's always kind of been my philosophy about it."
1712560,1717640," So I guess I better keep all the poo so that there's a chance I'll find some gold."
1717640,1721840," Then the next day, I read this."
1721840,1729080," So this is on our 47 TI review, Linus, Dyson made everyone post a review at the same time."
1729080,1730280," We don't work with them anymore."
1730280,1732640," And we don't condone this behavior."
1732640,1737320," Also Linus, when a new computer part launches, yes, corporate daddy will post at the same"
1737320,1740240," time as everyone."
1740240,1742840," Why don't I just shadow ban that person?"
1742840,1743840," Why not?"
1743840,1746480," A, that first thing never happened."
1746480,1748760," We worked with Dyson after that."
1748760,1749760," The part that was bad."
1749760,1751960," We just thought it was kind of stupid."
1751960,1756880," Yeah, the part that was bad was that without telling everybody that everyone else would"
1756880,1762720," be posting these vacuum cleaner videos at exactly the same time, they had like an embargo"
1762720,1765680," lift on sponsored vacuum cleaner videos."
1765680,1767760," And it was it was a fiasco."
1767760,1768760," Bloodbath."
1768760,1770800," Yeah, it was."
1770800,1774480," But I never said we wouldn't work with them anymore."
1774480,1782480," And I never said we don't condone a coordinated product launch."
1782480,1786920," Also Linus, when a new computer part launches, no, it's not yes, corporate daddy will post"
1786920,1788280," at the same time as everyone."
1788280,1790120," It's yes, viewer."
1790120,1794640," We understand that once the news cycle is over, you're not going to watch it."
1794640,1801200," Like a perfect example of this is we pushed back on separate NDA lifts for unboxings."
1801200,1802200," Yeah."
1802200,1804720," Hard when that started to materialize."
1804720,1809480," I think one of the first to do it in the IT space was in video."
1809480,1810720," And I'm so surprised."
1810720,1813200," I already knew that, but like, yeah, it should be surprising to anybody."
1813200,1814560," Yeah, you were you were there."
1814560,1819480," You were literally there when there was like this separate unboxing embargo that who was"
1819480,1826880," it Paul, I think technically didn't break because the card was just there and open and"
1826880,1829480," not in a box or whatever was that how it went down."
1829480,1830480," I remember something about it."
1830480,1833040," Because either Paul or Kyle is one of them, I don't know."
1833040,1839640," But the point is that we pushed back hard on these on these separate NDA's and separate"
1839640,1844160," embargo dates for unboxings compared to full reviews."
1844160,1851760," Now I still don't mind that as much as long as the embargo lift for the full review is"
1851760,1854800," at the same time as sales availability."
1854800,1859360," That's fine because that means before you're taking people's money, they will have an opportunity"
1859360,1862040," to see the product properly evaluated."
1862040,1870680," But I do think that a separate NDA lift for unboxings, so I mean, we're up to like three"
1870680,1873120," NDA's for a product launch at this point."
1873120,1875040," There's the announcement embargo."
1875040,1876920," There's the unboxing embargo."
1876920,1879000," And then there's the review embargo."
1879000,1883440," And then sometimes they'll try and sneak another one in there like like a preview embargo"
1883440,1886960," where you can run specific titles or whatever else."
1886960,1890880," And it's gotten kind of ridiculous, but you guys have to understand why they're doing"
1890880,1891880," it."
1891880,1898080," It's because they are leveraging the short attention span or really the shortness of"
1898080,1901480," the news cycle to great effect."
1901480,1907600," And this is one of those things that I just, I don't know what you guys want me to do"
1907600,1909840," because I don't like it."
1909840,1913800," But you guys are ultimately the ones who create this game that I'm playing."
1913800,1921160," I see a lot of people blame the algorithm, okay, for clickable titles and thumbnails,"
1921160,1922160," right?"
1922160,1923160," Or for the,"
1923160,1924160," - The algorithm just reacts to people."
1924160,1927760," - Or the proliferation of garbage content on YouTube."
1927760,1935240," - We the people are the reason why microtransactions are so incredibly smart to put in your game."
1935240,1940120," - All the algorithm is, and this was such a great conversation, multiple conversations"
1940120,1942160," because I was very resistant to it first."
1942160,1950120," One of my favorite contacts at YouTube, head of search and discovery basically has drilled"
1950120,1954800," into me and he's right."
1954800,1960000," Every time you open your mouth to say something, something, algorithm, something, something,"
1960000,1967640," something, try replacing algorithm with the word audience and you will find a much more,"
1967640,1972640," accurate understanding of what exactly is going on."
1972640,1976800," So this is what ultimately bothered me."
1976800,1984160," For the launch of the 7900 XT and 7900 XTX, AMD played the game."
1984160,1988800," They had two separate embargoes, one for unboxing or well three, right?"
1988800,1991320," Announcement unboxing and then the full review."
1991320,1995880," The unboxing video, which I'm not going to, I'm not going to pretend that it's anything"
1995880,1998040," other than what it is."
1998040,2000960," It's low effort content, right?"
2000960,2003320," I've got this box."
2003320,2005200," I open it."
2005200,2008160," There's some specs, right?"
2008160,2013360," I give some thoughts on it, but if I have measured the performance of it, I'm not allowed"
2013360,2015840," to tell you, right?"
2015840,2016840," We can extrapolate."
2016840,2022400," I feel like we added a little bit of value to some of our pre-review coverage of the 7900"
2022400,2030840," batteries by taking what AMD had provided, recreating that bench as closely as we could,"
2030840,2035440," and then extrapolating how we would expect it to perform against the competition when"
2035440,2037120," AMD wasn't disclosing that."
2037120,2043560," We did everything we could with it, but at the end of the day, that's pretty shallow content."
2043560,2051160," That video ended up with 1.9 million views, took a grand total of about an hour of prep"
2051160,2059000," time for someone to just put together a spec list and grab some cards, some relevant comparison"
2059000,2065360," cards off the shelf for me, then about another 40 minutes of me sitting down in front of"
2065360,2066960," a camera."
2066960,2068520," That's it."
2068520,2072880," That is the grand total time we spent on it."
2072880,2079160," Then our full review, and we got to remember too that both of these are with us throwing"
2079160,2086480," the full power of our wonderful thumbnail artist, Maria, and all the expertise we have internally"
2086480,2093960," in terms of titling videos and trying to create catchy intros and all that kind of stuff."
2093960,2099920," Our full review ended up with a whopping 1.9 million views."
2099920,2102720," That doesn't sound like a problem, right?"
2102720,2108400," Okay, so the unboxing and the review ended up with similar view counts, except for a couple"
2108400,2109400," of things."
2109400,2118040," Number one is that that review is, in my humble opinion, the second best GPU review we've"
2118040,2123040," ever done, followed only by the 47ETI, and that's only because it came a little bit later"
2123040,2128600," once we got our workflow settled in a little bit better."
2128600,2135840," And number two, it's on a way bigger channel, like way bigger."
2135840,2141440," But I'm just, I don't know, man, I feel like I'm rambling a little bit now at this point."
2141440,2145800," I'm kind of bothered by how many people look at that short circuit video, which we never"
2145800,2147640," call a review."
2147640,2150040," We never put a review in the description."
2150040,2151400," I never say review in the video."
2151400,2159120," The number of people that think it's a review, and just the appetite for deeper, more analytical"
2159120,2171800," content is just not there compared to just this surface level content."
2171800,2176960," So how did I arrive here?"
2176960,2182680," We're talking about the comment and how you want to remove it because it's annoying."
