start,end,text
766760,771480," Seem to suggest that the data center product is not going anywhere"
771480,775120," If you're going to build the data center product, I mean"
775120,779840," Doesn't it just make sense to also have a consumer product"
779840,786120," Shouldn't you shouldn't you have as broad a product line if you're going to build this IP as you possibly can"
786120,790160," I mean there's some reason that NVIDIA and AMD are doing that it's not though to be clear"
790160,793480," It's not that there aren't companies entirely focused on"
793480,798560," widely parallel compute devices for the data center"
798640,800640," um"
800640,807240," So yeah, this is this is one of our discussion questions from Alex who prepared this topic"
807240,809920," as"
809920,815960," Seen below it's not like CEO Pat Gelsinger isn't against killing something that isn't working out"
815960,822120," Optane has now officially gotten the axe, but the thing about optane was ran for a long time"
822120,827840," It did but for optane the writing has been on the wall for much longer"
827840,830800," I mean, that's what I'm trying to say is like oh I see what you mean"
830800,834120," Yeah, I could have said it a lot better, but but yeah, optane has been around for a long time"
834120,836120," Was the last time you heard about it?"
836120,841920," Well, the issue is that micron pulled out so Intel was left with basically no actual"
841920,847880," manufacturing capacity for optane and then it didn't say they had a ton of inventory still"
847880,854000," Yeah, and they had a ton of inventory that they were selling through the really wild thing is that I guess we're changing topics now"
854000,860320," The really wild thing is that the optane team was apparently showing off benchmarks for their persistent"
860320,863320," optane DC modules like a"
863320,866360," few weeks to go"
866360,872240," Look at this. This is next gen optane modules to go with Sapphire Rapid CPUs"
872240,877120," This lines up with what the previous topic was saying though where they were saying marketing will keep pushing it up"
877120,883000," Until the exact moment that it's canceled so then I think in back to this topic"
883720,885720," Let me have a look here"
885720,894440," Back to this topic what I was told prior to Wanchow it doesn't appear to be in my in my notes"
894440,899760," But what I was told prior to Wanchow is that we can expect a statement soon"
899760,906200," It's possible that this tweet from Raja Kaduri that I read out to you guys earlier is the statement"
906200,911200," But I was told by Ryan Trout that we could expect a statement refuting these claims"
912200,919080," Yeah, man, I don't know it's gonna be hard for us to say anything"
919080,922680," Without looking like idiots in six months. You know what I mean?"
922680,926800," I mean, that's the reason that we don't really focus on rumors"
926800,930840," Here we tend to wait for the actual product to arrive"
930840,937200," So in our case we had an actual Ark Alchemist GPU that we were able to in a limited capacity"
937640,942640," Use and evaluate and then you know from from my perspective"
942640,948520," That's it until I get retail hardware that is actually launching and then I'll be happy to evaluate it again"
948520,951480," But you can't ignore rumors like this"
951480,958400," I mean this is explosive for them after all these years after all these millions and millions and millions and millions of dollars"
958400,960520," To just say you know what?"
960520,962480," Screw it"
962480,964480," No GPUs. We're done. We're out"
966160,972240," It's weird. I don't like it. I don't like it. It's hard to take off the"
972240,978360," I don't even know what hat you would call this but the person who wants Intel to make GPUs hat"
978360,984440," You know what I mean? The enthusiast. Yeah. Yeah, the enthusiast hat. It's hard to take that off from a business perspective, honestly"
984440,986320," Yeah, I get it"
986320,992040," If you have if you have all this money going to this product if making it for literally any amount of time"
992280,998440," Further is going to cost a massive amount of money like this just just knowing what like the engineering that's going to have to go into that"
998440,1002320," Etc is going to cost like it will be piles of mountains of money"
1002320,1007200," And you know that your next release is like already screwed"
1007200,1013320," Yeah, I can understand questioning it from a business side, but yeah"
1013320,1017320," You don't go out of your way to lose money for 24 months. Yeah"
1018280,1025800," When you've already been losing money for 36 months, that's a that's a long time to get literally"
1025800,1028440," zero ROI like Intel"
1028440,1034080," I mean we know some of the high profile people working within the ark group"
1034080,1037120," I mean, it's not like people like Tom Peterson Roger Kaduri"
1037120,1039800," Ryan trout for that matter like"
1039800,1042840," Even the ones I can name off the top of my head"
1042840,1045000," ain't cheap"
1045000,1047000," to put it mildly and"
1047200,1050080," That's just I mean that's the tip"
1050080,1055400," Yeah, very surface the snowflake on top of this iceberg, right? So I"
1055400,1062480," Get it it's expensive project. I at the same time putting the enthusiasts hat back on it would be"
1062480,1069360," Really good if if and then this is this is where we get into problems because if they don't then it doesn't solve that problem"
1069360,1075880," But if Intel had a competitive GPU, I don't need it to be I think some people were expecting it to be like the best one"
1075880,1083160," I don't need it to be the best one. I need to be a competitive GPU if it's like a if it's like a 40 60 killer"
1083160,1086520," Then sweet if it's like better for it for then"
1086520,1092840," In a price of performance stance or or maybe it wins because its thermals are way lower or something like that than like"
1092840,1097940," Sweet or maybe 50 60 by the time we get out there. I don't know but like an"
1099000,1106880," Put on my conspiracy theory hat. Okay. Yeah, yeah, if what Moore's laws dead says is true that people internally were"
1106880,1112640," Blindsided by this media blitz that happened for our Calchemist"
1112640,1119000," If that's true is it possible that the media blitz was a strategy?"
1119000,1125880," To generate hype and generate support for the project because they knew it was possible that they were gonna get the axe"
1125880,1133880," So it's people internally trying to avoid the axe by making it by making it public getting gamers getting the community"
1133880,1139640," Hiped so that they can try and buy themselves some more resources and some more time. There's that possible"
1139640,1145040," I mean, I wouldn't put it. It's not impossible the iceberg you described has some smart people in it"
1145040,1148640," And especially as you described on top of it, so I wouldn't put it past them"
1152000,1157480," You know if this is genuinely the situation there there and I hope that's it then because like I don't want this to go away"
1157480,1164080," It's really easy to say that when it's not my millions and billions of dollars. Yeah, so like yeah, keep spending guys get her done"
1164080,1167360," Yeah, stop my money. Let's go"
1167360,1179160," So yeah, I hope they succeed because I want to see it I want to see it hit market and I would hopefully we'll do well"
1181080,1186000," And like if battle mages already screwed hopefully the third one that I always forget the name of"
1186000,1195280," Whatever it is hopefully that one they're able to fix it for if battle mages also screwed though"
1195280,1198440," That's not good. Yeah"
1198440,1203880," Because I mean okay alchemist not even out yet. It's now midway through the summer"
1203880,1209400," So our best case scenario is what alchemist is out in Q3 at this point, right?"
1209720,1215680," So we're looking like 2024 version 3 you need to sell some alchemist before you can launch battle mage"
1215680,1218360," Presumably so at best"
1218360,1223440," Best if battle mage still has problems. I mean what was really cool was recently"
1223440,1229120," We got to take a look at Intel's development process right when we toured their design facility in"
1229120,1231880," Tel Aviv and so"
1231880,1234520," What I know then"
1234520,1240040," From talking to them about how it works where the design goes to the fab and then it takes six to eight weeks"
1240040,1244240," And then it comes back and then they start evaluating it. They find a problem send it back to the fab"
1244240,1247680," Oh boy now we get to wait another, you know however many months, right?"
1247680,1254680," Like if there is a is a hardware level problem with early battle mage silicon which they would have right now"
1254680,1259600," That could push it into 2024 like you said and so if they're expected to you know"
1260600,1268120," Sit here and wait another year and a half to have any hope of making you know what consumer graphics card right what?"
1268120,1276040," $300 $400 right okay at best the ai B is gonna take you know five to ten percent of the margin on this $400"
1276040,1281640," There goes 40 bucks the retailer is gonna take five to ten percent. Let's say worst case scenario, right?"
1281640,1287320," Like there goes another 40 bucks. So that's $80 of your $400 until doesn't make every component of the board"
1287320,1292400," They don't make ram so there goes I don't know maybe another 50 bucks 60 bucks"
1292400,1300560," These things start to add how much margin is there actually in making a GPU and providing a reference design to board partners"
1300560,1308640," Especially when if if alchemist and battle mage are both screwed what is customer sentiment gonna be are you actually gonna even be able to ship that?"
1308640,1313320," So if you're making you know 150 bucks, let's say best case scenario"
1313320,1316240," You're making a hundred and fifty bucks per chip set now hold on a second"
1316240,1319480," No, no, no because I didn't even factor Intel's cost fapping the chip"
1319480,1324360," I got all carried away with the extra cost right they still have to actually fab the chip"
1324360,1329840," I'm not even stuff using up capacity that presumably they could use for something else as they build out. Oh"
1329840,1333120," That's the really scary one if I'm on the ark team"
1333120,1337040," Capacity"
1337040,1340640," Yeah, it used to be that Intel had a project"
1340640,1347680," They set aside their own fab capacity for their own project and that to a degree anyways is like it"
1347680,1354000," But if they could just sell this capacity to a third party like a TSMC or like a Samsung"
1354000,1359800," Then all of a sudden Intel's internal products have to compete for profitability"
1359800,1362560," for Intel's fab space"
1362560,1367880," With external products and it's gonna we know how long it takes fabs to come online"
1367880,1373080," I know I know there's been some complaining from the other companies about Intel getting this like whatever it's called"
1373080,1378500," But the grants they're getting to set up fabs in America. Yeah now hold on a second TSMC is fabbing"
1378500,1384680," Alchemist but I don't believe that TSMC has any kind of deal at least that we know of to fab battle mage"
1384680,1391480," So I'm talking I'm talking about battle mage when they're actually trying to get some kind of a return on this investment"
1391480,1393920," It's like okay. What's our best case scenario?"
1393920,1397680," maybe a hundred bucks a chipset I"
1397680,1400600," I'm just these are random numbers"
1400600,1404000," But it's got to be somewhere in between fifty dollars and a hundred and fifty dollars"
1404000,1407720," Just looking at all the other components that go into making up a graphics board"
1407720,1414040," And that's the problem with consumer hardware is that that silicon costs literally exactly the same as what you're gonna"
1414040,1417460," Put in a data center product but instead of making you know"
1418200,1423400," $1,500 on it you're gonna make 150 bucks just because the pricing is an order of magnitude higher"
1423400,1427720," Sorry what were you saying I kind of"
1427720,1432360," No, it's fine. I was talking about the American fab you know Intel's getting this yeah"
1432360,1437640," The chips act there's some other companies that are upset about it because they think it's giving an intel and unfair advantage"
1437640,1442440," That fab is gonna take a really long time to come online"
1442440,1445960," And it's not even started construction yet"
1445960,1450800," They haven't even broke ground because they were kind of putting a gun to the US government's head like hey"
1450800,1454240," If you guys don't like past this act we're not gonna like build any fabs here"
1454240,1459440," Which is yeah, so we're like that that that new fab isn't even in this conversation really yeah"
1459440,1462720," Because it's gonna be so far out that this thing is probably gonna be axed or"
1462720,1465680," dedicated to before then"
1465680,1470960," Now to be clear some of the chips act funding is set aside for fabulous makers"
1470960,1476560," but a big chunk of it is set aside for semi-conductor fabrication which Intel is"
1476560,1481800," one of the top three and TSMC and Samsung probably aren't building fabs in"
1481800,1488280," North America anytime soon actually I thought TSMC was looking at something well the chips act is pretty intense"
1488280,1495080," So they might be because of that no I think even before that yeah guys. I don't know that's that's sort of ringing a bell for me"
1495080,1497080," But I don't know all right"
1497080,1503240," What else is there for us to talk about oh we should definitely do some merch messages today because we have a big launch on"
1503240,1504800," LTT store"
1504800,1510840," Let me just head over to my screen no it is not the backpack. Sorry. Sorry not the backpack yet very soon very soon"
1510840,1512120," but"
1512120,1515240," Stealth hoodie pro is here. Thanks Bell"
1515240,1523880," We have improved the classic LTT stealth hoodie in every way possible"
1523880,1527680," It features a super comfortable sleek backed tech fleece"
1527680,1531860," Which is two layers of fleece meaning there's a small air pocket between them"
1531860,1537240," So it's got quite a lot of warmth for how lightweight it is. Did you hand me Luke's by any chance?"
1537240,1542320," There is a chance you do look pretty small. I have looks. Let's let's try this again"
1542320,1550000," We added supportive bar tacks on the corners of the front kangapoket an elevated line is tech tips word mark on the right arm and an"
1550000,1557440," elevated LTT logo on the left kangapoket we maintained the foam pocket on the right side added accent taping to showcase the black"
1557440,1564480," Bloody hell sorry and gray front contrast and shortened the hood draw cords for easier use"
1564480,1567760," And of course as always it features a ykk zipper"
1567760,1570000," So if you're a fan of the classic stealth hoodie"
1570000,1578920," This is the upgrade that you have been waiting for it's warmer more comfortable and just generally better in every way"
1579120,1584840," So if you guys want to grab one now's a good time to leave a merch message if there's something that you want to hear us discuss on the show"
1584840,1590680," When you check out on LTT store calm whenever we're alive there'll be a field to leave a merch message"
1590680,1595640," Bell our producer is gonna be monitoring those picking out some for us to discuss responding to others"
1595640,1600320," Otherwise it might just pop up at the bottom so you guys can go check that out LTT store"
1600320,1602600," Dotcom"
1602600,1607560," People are asking about the backpack cuz we've we've been saying it's coming soon for a long time now. We have them in"
1608240,1610240," There's there's some like"
1610240,1614240," Speccing out and and picture stuff. We have to kind of solve"
1614240,1618280," There's like pretty much no chance. It's not launching next week"
1618280,1624600," Love still pretty there's did you talk about these are these new? Yeah? Yeah?"
1624600,1631040," They're just a little bit just a little bit easier to use I just like that they're captive. Yeah, that's really nice"
1631040,1633520," Yeah, it's improved in every way"
1635120,1640240," Okay, I can tell you when we're opening up backpack. Oh backpack back orders"
1640240,1649420," It's going to be mid next week sometime probably Wednesday or Thursday. Okay, we had some issues with"
1649420,1652700," With some of the pictures we wanted to improve them"
1652700,1655360," Some of the copy on the website"
1655360,1661840," We have a we have a draft version of the site for it or the page for it rather that has a whole bunch of pictures and like text copy and stuff like that"
1661840,1663920," Some of it needed to be improved"
1664160,1670900," The good news is that the early reviews are in and they're kind of amazing this one from Steven is just like"
1670900,1675700," Incredible looking for a quality backpack. I found it"
1675700,1680360," This is someone who picked it up at the pop-up shop that we did"
1680360,1688040," Really? Yeah, amazing amazing right up and what's really cool is that Steven waited a little bit and"
1689120,1695400," Actually did a couple of overnight trips including a plane trip. Oh before writing his reviews"
1695400,1700840," He could like really give people the rundown on it. So cool strongly recommend checking that out"
1700840,1703480," Alright"
1703480,1706080," What to oh we should do sponsor spots"
1706080,1708000," Wait, oh"
1708000,1710000," We have a deal of the week"
1710000,1712720," Spend $100 and get a free tote bag"
1712720,1716640," You do have to add the tote bag to your cart and your cart must be $100"
1717600,1722760," Outside of the tote bag cost so if you picked up a stealth hoodie and a water bottle to stay hydrated"
1722760,1727920," Maybe some cable ties then you are ready to go you can get a free LTT tote bag"
1727920,1734320," And it's it's one of those like reusable bags that you could use a lot because like everything we do"
1734320,1736320," It's like way overbuilt"
1736320,1741720," Looks a little something like this. There's the black and white one and there's also the fun colorful one and we have two different sizes"
1741720,1744840," Do there you go?"
1744840,1751280," All right, the show today is sponsored by we'll talk about the overkill computers thing by the way right as soon as we're done"
1751280,1756720," AMD did you know that when you bundle an AMD Ryzen processor and AMD Radeon graphics card?"
1756720,1759200," You can get better gaming performance out of your hardware"
1759200,1764540," Thanks to features like AMD smart access memory fidelity FX super resolution and Radeon super resolution"
1764540,1767640," AMD is all about turning these things on together"
1767640,1772440," So that you can achieve up to a 66% increase in FPS compared to leaving them all off"
1772720,1776120," So with that in mind if you need to build or upgrade your gaming PC"
1776120,1780480," It's a great time to do it the game on AMD sales event is on now until August 5th"
1780480,1782320," Where you can get the best deals on AMD products?"
1782320,1788840," This includes the raise the game bundle featuring up to three games with select AMD Radeon RX 6000 series graphics cards"
1788840,1792600," And there are other great deals on Ryzen processors and Radeon graphics cards too"
1792600,1797580," You can check out all the ongoing deals that AMD has to offer at the link below how refreshing is this?"
1797960,1806280," Game bundles and sales on computer hardware. It's like Christmas is come early. It's Christmas in July"
1806280,1808560," It's like we transport ourselves into a different time"
1808560,1813880," I know right on a completely different timeline now shows also brought to you by secret lab"
1813880,1819040," Secret lab chairs are designed to keep you comfortable for those long nights of work and play"
1819040,1826000," They're Titan Evo 2022 offers four-way lumbar support comes with magnetic memory foam head pillow"
1826840,1828840," It's"
1828840,1833400," Kind of amazing because you can also move it around a little bit"
1833400,1837280," I like that part a lot the magnet surface is like pretty big so you can move it up and down"
1837280,1841440," I this the strap thing you can also move but you always risk it always comes up"
1841440,1846440," Yeah, it's so stupid and you risk it slowly creeping up and like popping off the top and stuff. Yep. It's nice"
1846440,1848440," It's offered in four different. Oh, sorry"
1848440,1855980," It's offered in different upholstery's like hybrid lead ret software fabric and nappa leather and best of all a five-year extended warranty is included"
1855980,1859600," Along with a 49 day return policy. So you're covered if anything goes wrong"
1859600,1864620," Go to the link in the video description and check out secret lab today just high quality chairs"
1864620,1871720," Guys we we wouldn't work with just any gaming chair company. I know there's this generalization that gaming chairs suck and"
1871720,1877360," It's true generally they suck secret lab doesn't suck. I can say that much with confidence"
1877360,1885900," Finally the show has brought to you today by ubiquity their G4 dome is a versatile weather and vandal proof dome camera with infrared LEDs for clear"
1885900,1890360," Around-the-clock surveillance can't say enough about ubiquity's image quality"
1890360,1895580," teaser for an upcoming channel super fun that was is almost entirely shot on ubiquity"
1895580,1899280," Yes, and that makes sense. I hid in my house again. Yep, and"
1899280,1905060," Sorry by the way, thanks to ubiquity's outstanding image quality Dennis"
1905060,1908120," Got to see me very naked"
1908120,1911520," We accidentally well I didn't but Yvonne"
1912000,1918180," Accidentally sent him footage where one of the cameras in our house was firing into our bedroom"
1918180,1921460," It's not in the bedroom, but it could see in and I was walking around"
1921460,1924980," you know dongers out nice nice and"
1924980,1929300," Yeah, isn't this like the second time third apparently"
1929300,1935940," Third time that Dennis has had to see me naked but at this point with how much time you spend sneaking around in my house"
1935940,1939840," You know looking at my surveillance really to blame here. Yeah"
1941100,1944600," Actual victim yeah, I don't think it's Dennis. Yeah"
1944600,1948100," Anyway ubiquity"
1948100,1953800," Great cameras no ongoing no ongoing subscription fees or anything like that"
1953800,1958740," The G4 dome is protected with an IPX 4 rated weatherproof enclosure"
1958740,1962560," With IK08 rated vandal resistance"
1962560,1968920," So it's great for monitoring highly populated areas and venues and it offers 4 megapixel 24 fps video with a built-in microphone"
1968920,1974820," And is powered by power over ethernet you can use the link in the description to check out the ubiquity store today"
1974820,1982720," Did you switch to your screen there for a second no okay interesting we had some echo oh weird"
1982720,1984720," I don't know if it's still happening or not"
1984720,1987740," But well I will definitely mute this just in case"
1987740,1990480," sweet"
1990480,1996600," Do we talk about overkill computer is the audio fixed let's talk about overkill computers"
1997600,1999720," Thanks"
1999720,2003160," Thanks cool all right overkill computers after discussing the"
2003160,2006760," OC which I guess is overkill computers"
2006760,2012480," Controversy last week they reached out to us which is cool and we decided to hear their side of the story"
2012480,2019120," So we're gonna go through different things that were brought up like the cease and desist the I'm not threatening you comment the six"
2019120,2023320," Months wait thing the pricing the NDA all this kind of stuff we're gonna go through them section by section"
2023320,2026280," So starting off with the cease and desist this was"
2026280,2034120," Apparently issued as a last resort after Lucas the owner/founder tried to reach out personally to circuit board"
2034120,2039320," Once a few videos were up. It was a standard approach for dialogue basically"
2039320,2044600," And this is I'm reading this off the sheet. I don't know if we got like screenshots of this or what"
2044600,2050040," But standard approach for dialogue basically in quotes. I think we should chat wins good for you"
2050600,2053640," Read receipts were on apparently was read three times"
2053640,2059520," But was not responded to the the cease and desist was issued after circuit board put out nine videos"
2059520,2068440," Arguably defaming the company in the videos and in the comments again as we kind of talked about last time"
2068440,2073280," At least what we saw I didn't dive into this myself"
2073280,2076080," But at least what we saw while we were live on the show"
2076440,2082360," It was just pointing out that prices were bad, but there was nine videos. We didn't see all of them"
2082360,2084720," So maybe there was other stuff. I don't know"
2084720,2089040," Do overkill computers was getting frustrated"
2089040,2096040," By by some of the comments some specifically talking about how one of their staff who's quite young"
2096040,2102200," They they pointed out and made fun of the amount of thermal paste that they were using but it's just a 14 year old"
2102880,2108040," So like going after a 14 year old on the internet is you know not great"
2108040,2111440," But criticizing a company that builds computers for money"
2111440,2116840," Yeah, that is improperly using thermal based so it's like you're kind of I don't know interesting situation"
2116840,2122400," We were sent the full cease and desist we have it locally. It looks pretty boilerplate pretty standard"
2122400,2128480," Jumping to the next topic the quote unquote. I'm not threatening you in the slightest, which is obviously BS"
2129560,2132160," Apparently the the wife of one of the employees"
2132160,2137920," Started defending overkill computers on Instagram and she was then insulted the"
2137920,2139680," employee"
2139680,2141680," Then made these comments"
2141680,2149440," And they admit it was in poor taste and they admit that it was a mistake to engage in that behavior, which it absolutely was"
2149440,2154280," Also, you shouldn't like"
2155760,2161400," insult someone who's trying to defend their like husband's company on Instagram like leave them alone, but both sides"
2161400,2164160," the six month wait apparently during"
2164160,2172240," COVID all 70 plus customers were told upfront that there was a I'm assuming this is people 70 plus people that were affected by the"
