start,end,text
511000,517000," And you know what? It's one of those things where it's something that Yvonne and I have actually talked about."
517000,522000," In Canada, the banking industry is fairly well regulated, pretty solid."
522000,526000," During 2008, we kind of survived stuff like that."
526000,542000," They were pretty steady up here. But I can tell you guys from my own research that the limit, so we used to bank with a credit union specifically because there was no government imposed limit on how much they could ensure."
542000,555000," That was the reason we did it. So we could have a million dollars or two million dollars or three million dollars sitting in the bank as our operating funds or to cover upcoming deposits or expenses for merch or whatever else it is."
555000,564000," We could have that sitting there knowing that in the event that something went catastrophically wrong, it would be covered by insurance and we would get it back."
564000,570000," But that actually changed. I think about a year ago. It was in the last year or two. I know that for sure."
570000,576000," And so I got to be honest with you, you."
576000,580000," We are pretty much in the same situation."
580000,585000," But not with if this happened to the bank that you're with."
585000,591000," And so reading about this as a business owner is petrifying."
591000,598000," I would basically roll into the office and just like, I just sit there."
598000,602000," What can I do? How do you run a business with no capital?"
602000,614000," And now it is possible that a sale of SVB and its assets and its liabilities, presumably, could be negotiated."
614000,625000," But I pretty much promise you that whatever cash it owes, if you get anything back from it, it's going to be less than 100%."
625000,629000," Like they're going to negotiate some reduced payout."
629000,635000," And you don't know which part of the queue you're going to be in in regards to people that get their money first."
635000,639000," So like, yeah, well, that was a whole thing that happened."
639000,655000," We saw with the NCI X bankruptcy where depending on where you were in the chain of creditors, even if they extracted any money from the shareholders who turned tail and ran away, it was never going to make it to you."
655000,659000," To you."
659000,664000," Yeah, they get paid no matter what, which is really interesting to me."
664000,669000," Yeah, so like, there's some funky stuff. It's going to be interesting."
669000,673000," Yeah, Top Gear 1224 says 100% honest."
673000,676000," This is why companies use stocks as bank accounts, not just stocks."
676000,680000," So I was recently made aware of something called a land bank."
680000,694000," Yeah, so here in Vancouver, where real estate generally does one thing, it goes like this, though not necessarily the case lately as some of the folks here who have been who have been on the market can attest to."
694000,699000," And also I can attest to as someone who bought at the peak, the lab."
699000,702000," I get reports from our commercial realtor every once in a while."
702000,704000," Prices are going down. It's exciting."
704000,705000," You're going."
705000,707000," Yeah, it doesn't help my mortgage, bro."
707000,711000," Anyway, right."
711000,722000," The concept of a land bank is that you just buy land because cash, like, okay."
722000,724000," This is something that Ivan and I were talking about recently."
724000,728000," The concept of like investments being risky, right?"
728000,730000," Investments carry an inherent risk."
730000,734000," So buying something like the lab, something that an investment that has gone down."
734000,737000," Right. An investment carries risk."
737000,739000," And it's like, yes, that's true."
739000,745000," But literally every asset class can be seen as an investment on some level."
745000,747000," Like here, here's something interesting."
747000,753000," Did you know that the Canadian dollar has lost five cents to the US dollar in the last three weeks?"
753000,755000," I know like this on your screen, but yeah."
755000,764000," Right. So the mere act of having cash in the bank not invested is an investment."
764000,765000," A good one."
765000,770000," Well, with inflation being what it is, I would say no, but it is certainly an investment."
770000,776000," So this is where the concept of a land bank was introduced to me where it was kind of like,"
776000,777000," well, here's the thing."
777000,779000," You actually can't trust cash."
779000,781000," Gold kind of sucks these days."
781000,782000," What? Crypto?"
782000,787000," I mean, sure, if you like riding the roller coaster, baby."
787000,798000," So that's why a lot of wealthy people just put their assets into land because, and this is the way the person explaining it to me explained it."
798000,801000," They were like, well, here's the thing about land."
801000,803000," They're not making more of it."
803000,808000," I mean, Dubai would have something to say about that, I suppose, but in general."
808000,809000," Most places are."
809000,812000," Yeah, in general, they're not making more of it, right?"
812000,822000," And so I, this, the coming back to sort of the reason for having this conversation, we're already looking around the lab going, holy crap, we're going to run a space in this place."
822000,833000," And I had wanted to explore the idea of, I don't know, renting the unit next door or in the long term, you know, because my understanding is there's a long term tenant there now."
833000,838000," So I'm kind of sitting here going, okay, maybe if we could scrape together a down payment between now and when that's going to be, you know, it's going to be a little bit more."
838000,850000," And I was informed that the owner is using it as a land bank and is therefore utterly uninterested in selling it because they aren't looking to profit."
850000,853000," They're looking for a safe haven for their money."
853000,854000," Yeah."
854000,858000," And based on this SVB news, that's not crazy."
858000,859000," Yeah."
859000,867000," That's just, that's just sound financial planning apparently when you just like have $10 million that you don't want to just disappear because they're looking for a safe haven for their money."
867000,872000," And I just disappeared because there was a bank run."
872000,877000," Anywho, sorry, I went off on a bit of a tangent there, but this is mind blowing."
877000,882000," This also is going to be quite the developing story over the last little while."
882000,889000," I just googled companies with cash stuck in SVB because we've had a bunch of people mention Roku, right?"
889000,896000," So we haven't said it on this part of the show yet, but Roku has 26% of its cash stuck in SVB, which as far as my understanding goes right now."
896000,899000," It's $487 million."
899000,901000," I don't know what's more surprising."
901000,908000," The fact that they have $487 million stuck in SVB or the fact that they have almost $2 billion in cash."
908000,910000," Yeah, crazy."
910000,911000," Go figure."
911000,912000," Roku be balling."
912000,913000," They're doing good apparently."
913000,914000," In cash."
914000,915000," Yeah."
915000,916000," Dang."
916000,917000," How many people does we even work at Roku?"
917000,919000," We'll see you moving forward."
919000,920000," Yeah."
920000,925000," I don't want to joke with that, but googling this."
925000,928000," The top stories thing on Google."
928000,930000," There's a post from two hours ago."
930000,932000," There's a post from one hour ago."
932000,934000," And there's a post from ten minutes ago."
934000,939000," This is very, very much a currently developing story."
939000,940000," There is some cool stuff."
940000,942000," There's some white nights already showing up."
942000,943000," Okay."
943000,948000," Even though it's been like literally hours, like Versell, linear, some other companies."
948000,952000," I know this because I'm just creeping F.O.T.3's Twitter."
952000,957000," But these companies are stepping up and saying like if you are a customer of ours and you're"
957000,960000," impacted by this, like reach out, we might be able to help you."
960000,963000," I don't know who you're calling."
963000,968400," There's even like some of them are talking about, okay, we can suspend, like, or delay"
968400,971000," payments while you figure out you're accounting."
971000,975000," Like some companies are being very cool about it."
975000,979000," But yeah, this is going to be quite yikes for a while."
979000,981000," I don't know what I want to get into."
981000,982000," Okay."
982000,985000," Your money is not an SVB, is it?"
985000,988000," Oh, I think I know who this is."
988000,996000," SVB, Silicon Valley Bank, it's Linus."
996000,999000," No, no, I just mean like you guys don't keep your money there, right?"
999000,1001000," Silicon Valley Bank?"
1001000,1002000," Okay."
1002000,1003000," Just checking."
1003000,1005000," Your chase."
1005000,1006000," Cool."
1006000,1008000," Oh yeah, SVB experienced a bank run."
1008000,1010000," They're like gone, essentially."
1010000,1013000," Yeah, I guess you haven't been on the internet in the last few hours."
1013000,1014000," Anyway, I'm live on Wancho."
1014000,1015000," I got to go."
1015000,1018000," All right, later."
1018000,1019000," Okay, bye."
1019000,1020000," Cool."
1020000,1022000," Is this that company you invested in?"
1022000,1029000," This is the NAS software company that I literally wrote a check to like a month ago."
1029000,1030000," What about framework?"
1030000,1031000," I don't know."
1031000,1033600," And if I did know, I wouldn't be able to say anything."
1033600,1039400," But this is the one that I was most worried about because these guys are very much in like"
1039400,1040400," stealth mode right now."
1040400,1041400," Yeah."
1041400,1043400," They have absolutely like framework has cash flow."
1043400,1044400," They're selling laptops."
1044400,1045400," That helps a lot."
1045400,1047400," You can refill the coffers."
1047400,1048400," That helps a lot."
1048400,1049400," See, okay."
1049400,1050800," Actually, you know what?"
1050800,1054960," It occurs to me that Linus Media Group would probably be okay because you could borrow from"
1054960,1059400," Creator Warehouse where we have consistent cash coming in."
1059400,1061840," Linus Media Group, I mean, think about it."
1061840,1064400," Many of our customers are probably impacted."
1064400,1065400," Yep."
1065400,1066400," So, oh crap."
1066400,1067400," Yeah, that's not good."
1067400,1069360," Oh, I got to talk to a customer."
1069360,1071360," I'm counting all balls."
1071360,1075360," Anyway, the point is Creator Warehouse."
1075360,1076360," Oh."
1076360,1077360," Shit."
1077360,1078360," Sorry."
1078360,1083360," That was quite the thing to witness."
1083360,1086240," Does any other company need a Wancho producer?"
1086240,1088360," I mean, producer."
1088360,1093360," Dan, how dare you apply for another job?"
1093360,1096360," Why on this show?"
1096360,1099160," He's not very professional."
1099160,1101160," I'm not giving him a good reference."
1101160,1106160," Yeah, just make sure you send me the link to your job postings and I can find out how"
1106160,1107160," to apply."
1107160,1108160," Holy shit."
1108160,1113160," That's a good reference, by the way."
1113160,1115160," Any who?"
1115160,1116160," Yeah."
1116160,1120160," We would be okay because we have money coming in regularly."
1120160,1127960," Yeah, not in large chunks from corporate partners."
1127960,1131360," But it piecemeal from individual customers."
1131360,1135640," That would mean that Creator Warehouse could lend us money to operate and we would probably"
1135640,1139000," stay, we'd probably be fine."
1139000,1144720," So that was my point was that if you have regular income, probably you can ride this"
1144720,1146480," out a lot more easily."
1146480,1152560," But if like this NAS software that we, I mean, I have no idea if I'm going to get anything"
1152560,1153560," back from this."
1153560,1155960," They're creating a product that I really want to exist."
1155960,1164160," Like a simpler user friendly and yet still powerful NAS solution for DIY and enthusiasts."
1164160,1169960," And they are completely in like noses pressed against the screens."
1169960,1170960," Or clearly."
1170960,1171960," Going mode."
1171960,1172960," Clearly."
1172960,1173960," Yeah."
1173960,1174960," Clearly."
1174960,1175960," Yeah."
1175960,1178960," Because it's like, I don't know, seven o'clock where he is right now."
1178960,1183400," And he hasn't received like the biggest tech news and startups in a long time."
1183400,1184400," Yeah."
1184400,1185400," Clearly focused."
1185400,1186400," That's good."
1186400,1187400," That's good."
1187400,1188400," Yeah."
1188400,1189400," Yeah."
1189400,1190400," Yeah."
1190400,1191400," I have a question for you."
1191400,1194080," Oh, I'm out of pain."
1194080,1198320," If you are, so you've invested in that company, you've invested in a framework, I wouldn't"
1198320,1202200," really call you an investor because you invest right now in things that you just like want"
1202200,1203200," to exist."
1203200,1205520," I would describe myself as like an activist investor."
1205520,1206520," Yeah."
1206520,1207520," Yeah."
1207520,1211320," I went in in both cases."
1211320,1214080," How do I say this without it coming across the wrong way?"
1214080,1216080," Without expecting a return."
1216080,1217080," Yeah."
1217080,1222920," I went in and book if if there's a return, I'm gonna be like, cool."
1222920,1228000," But like we talked about last week, the reality of it is if I really wanted more money, my"
1228000,1231120," biggest investment is Linus Media Group Inc."
1231120,1234120," Creator warehouse Inc. and float plane Inc."
1234120,1240240," If I wanted to have like truly you money, that would be the way to do it."
1240240,1241240," Yeah."
1241240,1245640," And I kind of danced around it last week, but it was a nine figure offer, okay, for the"
1245640,1246640," whole shebang."
1246640,1247640," I guess you technically."
1247640,1250160," Some people misunderstood, which is remarkable."
1250160,1251160," All right."
1251160,1253360," Anyway, the point is it was a nine figure offer."
1253360,1255600," If I wanted money, I could get money."
1255600,1260200," The reason, the biggest reason I didn't take the money is that at the end of the day, I"
1260200,1265680," don't have, I don't aspire to a yacht, a yacht lifestyle."
1265680,1267880," You'd be so bored."
1267880,1268880," Yeah."
1268880,1272400," You would actually hate that trip."
1272400,1279400," I think I guarantee I've received photos from him when he's on vacation, like standing on"
1279400,1282400," the beach with like the I am so bored here face."
1282400,1286880," He's not going to be entertained by a yacht."
1286880,1289000," I wouldn't even bother renting a yacht."
1289000,1290000," I don't even need to know."
1290000,1293040," Even if it was free, he'd probably be like, I'd rather not."
1293040,1295400," I already know I don't need it."
1295400,1296400," Yeah."
1296400,1301800," So anyway, the point is that a big part of the reason that I didn't take it is that my"
1301800,1309560," life would not be materially changed by having a giant dragon horde, which is obviously"
1309560,1311480," a super privileged position."
1311480,1316560," But it also means that I get to just do stuff like this."
1316560,1319800," So I get to just say, hey, that's something I really want to exist."
1319800,1321520," I know you guys are super cool."
1321520,1325400," And even if I never get anything out of it, this is great."
1325400,1332240," I will be the most hands off investor that you have ever had."
1332240,1336640," It's really funny because even internally, people will want to know what's going on with"
1336640,1340240," framework and stuff because it's interesting technology."
1340240,1343240," And I'm like, stuff."
1343240,1348080," I read about it in the technique, same as you."
1348080,1349080," Here's the actual question."
1349080,1350080," Yes."
1350080,1351960," That wasn't your method of investing."
1351960,1352960," Yeah."
1352960,1355880," If you were investing for profit, yeah."
1355880,1357600," I mean, I don't mind profit."
1357600,1358600," Yeah."
1358600,1362040," But if this was what you did, if you were a VC, I'm an investor."
1362040,1363040," Yes."
1363040,1364040," Like that's what I do."
1364040,1365040," Yeah, sure."
1365040,1366560," So I'm just I'm putting you in this position."
1366560,1373160," If this happened to one of the companies that you invested in and they're screwed, do"
1373160,1374160," you put in more?"
1374160,1375160," Yeah."
1375160,1376920," I mean, it depends if I even have it."
1376920,1377920," What if I bank it?"
1377920,1378920," Let's let's go."
1378920,1379920," Oh, sorry."
1379920,1380920," I missed the beat."
1380920,1382120," But what if I bank there?"
1382120,1384000," Let's assume in this situation that you have the cash."
1384000,1385000," Okay."
1385000,1387280," I bank at Bank of America."
1387280,1388760," That's the only bank in America."
1388760,1390240," Because I bank at HSB."
1390240,1391240," I don't know."
1391240,1392240," Sure."
1392240,1393240," Yeah."
1393240,1394240," Sure."
1394240,1395240," Whatever."
1395240,1396240," Because in this situation, you like reinvesting."
1396240,1397240," Sorry."
1397240,1398240," I'm a little more interested right now."
1398240,1399240," Yeah, yeah, yeah."
1399240,1400240," Reinvesting."
1400240,1401240," Let's say you reinvest the same amount."
1401240,1402880," Reinvesting means you just doubled the investment."
1402880,1403880," Yeah."
1403880,1405880," So you're not getting your return, right?"
1405880,1406880," Yeah, you haven't."
1406880,1414080," But I would imagine the paperwork of putting that investment into it means you've probably"
1414080,1416520," increased their valuation or whatever."
1416520,1419520," Like, I don't think you can just be say, oh, I won't."
1419520,1422520," I need to replace the money that disappeared."
1422520,1429720," Because you already have the shares that presumably you were issued based on that initial"
1429720,1430720," investment."
1430720,1436840," The fact that they like p*ted away in a bank or whether they p*ted away or lost."
1436840,1439360," Or lost it or whatever."
1439360,1445520," Like the vehicle by which they lost the money because they bought, I don't know, the 300"
1445520,1447040," Herman Miller chairs or whatever."
1447040,1449120," Like it doesn't matter how they lost it."
1449120,1450840," It's gone."
1450840,1452680," That doesn't mean you didn't get your shares."
1452680,1453680," You've got your shares."
1453680,1459760," So if you give them more money, well, I think they would have to dilute."
1459760,1461400," They would have to issue more shares."
1461400,1465720," Or you would have to find some justification for the valuation to be higher or something."
1465720,1467520," People are some combination of the two, right?"
1467520,1470680," Like you can't have something for nothing."
1470680,1474200," So it would be f*cked."
1474200,1475200," Yeah."
1475200,1480240," Because I'm wondering what's going to happen to certain companies right now."
1480240,1481240," Yeah."
1481240,1482240," Yeah."
1482240,1488080," And like, there's this brutal cycle that we just went through, right?"
1488080,1490000," And there's been a bunch of news articles about this."
1490000,1492760," Earlier this week, literally, I was reading one of them."
1492760,1498040," There's been this cycle that has happened where a bunch of very good tech employees were"
1498040,1499400," laid off recently, right?"
1499400,1500400," Yeah."
1500400,1509040," And a lot of these like hard hitter big time tech employees spun up startups in the last"
1509040,1513880," like month or two."
1513880,1518000," And a lot of these startups are like looking really good actually."
1518000,1521920," But if they're banking here, they might have just lost all of their VC money that they"
1521920,1523680," just raised like that."
1523680,1526720," So people are talking low interest loans is something you could do."
1526720,1533600," I can tell you from researching it, you can't just issue like a 1% interest loan, even"
1533600,1537920," if you're just super dupy, definitely best friends."
1537920,1540000," The government's going to be like, hold on a minute."
1540000,1541000," Yeah."
1541000,1542000," Yeah."
1542000,1543000," This looks like a gift."
1543000,1546680," Oh man, there's people on Reddit, apparently this is in floatplane chat."
1546680,1550040," People on Reddit posting about how their payroll companies went through SVB so they weren't"
1550040,1551040," getting paychecks."
1551040,1559960," Like the fact that this is the bank of the cradle of modern internet technology, it means"
1559960,1566960," that there's we can't even predict all the things that are going to go wrong because of"
1566960,1567960," this."
1567960,1571600," Because one of the weird things is like I said, I googled companies with cash stuck in SVB,"
1571600,1572600," right?"
1572600,1573760," And the main thing that shows up is Roku."
1573760,1581000," I suspect over the next few days, week, month, we're going to hear about a lot more companies."
1581000,1584880," That had their stuff stuck, right?"
1584880,1585880," Wow."
1585880,1586880," Okay."
1586880,1594120," It sounds like the assets of SVB were specifically seized by the FDIC, by the way."
1594120,1595120," Okay."
1595120,1596320," So government's got it."
1596320,1597320," Okay."
1597320,1601400," Well, good luck everybody."
1601400,1604000," Oh, do not like."
1604000,1605160," Really, really, really brutal."
1605160,1606160," Yeah."
1606160,1610440," The ramifications of this, not only is like the main news cycle going to take quite a"
1610440,1615320," while to actually pick up the impact of this, but the ramifications of this are going to"
1615320,1618560," go on for an extremely long time."
1618560,1622640," Silicon Valley Bank's been around for a while and they've been a big deal in startups for"
1622640,1623640," a while."
1623640,1627440," This is going to be a massive, massive change in how people do business because it's been"
1627440,1629440," like a default for a lot of people."
1629440,1630440," Yeah."
1630440,1633000," Oh, you got VC money, time to go to Silicon Valley Bank."
1633000,1634000," This is what you do."
1634000,1636040," People saying the government is the reason for this."
1636040,1639680," It is not that simple."
1639680,1645920," Like a bank run doesn't just happen because the government."
1645920,1646920," I don't know."
1646920,1648760," I don't know a lot of those types of stuff."
1648760,1649760," Yeah, there's a lot of stuff."
1649760,1652920," I don't know how much of this is true, but Flowplane chat is just exploding right now"
1652920,1659120," with apparently insiders at SVB selling shares in the weeks leading up to this."
1659120,1664760," I mean, obviously they wouldn't figure this out at the last second that they didn't have"
1664760,1666960," cash reserves to cover their withdrawals, right?"
1666960,1670120," So apparently Roblox has many SVB."
1670120,1671760," I don't even feel bad for them though."
1671760,1673560," They're rolling in it."
1673560,1674560," I'm sure they'll be fine."
1674560,1676360," Yeah, I think they'll figure it out."
1676360,1677360," Wow."
1677360,1678360," All right."
1678360,1679360," Okay."
1679360,1682600," Well, neat."
1682600,1684200," Good luck everybody."
1684200,1690200," What do you want to talk about next, Mr. Luke?"
1690200,1691560," Should we talk about that?"
1691560,1692840," I think that's funny."
1692840,1693840," The pouch."
1693840,1696400," Oh, sure."
1696400,1699280," Last week we announced this."
1699280,1707920," It's a pouch that holds technology, but we were informed that that name that we announced"
1707920,1710520," for it is in fact trademarked."
1710520,1717540," How anyone managed to trademark a descriptive name is baffling to me because when we went"
1717540,1725400," through the process of trademarking the name of our joystick covers, which we'll go on"
1725400,1729240," sale at some point, they're little silicone covers."
1729240,1731440," They go in your joysticks for travel."
1731440,1732880," Oh, were they?"
1732880,1733880," No, different one."
1733880,1734880," Okay."
1734880,1736600," No, they're not for a grip when you're gaming."
1736600,1737600," They're for travel."
1737600,1741160," Oh, so they're like protection so you don't get drift and stuff?"
1741160,1742160," We hope."
1742160,1743160," Yeah."
1743160,1744160," We don't guarantee anything."
1744160,1745160," No."
1745160,1750200," So we're not making any claims about anything, but they go over your joysticks and they lock"
1750200,1755520," them in place when it's sitting in a bag or in storage or..."
1755520,1756520," Tight end."
1756520,1757520," Oh, no."
1757520,1760760," When you're traveling or whatever else."
1760760,1764600," So anyway, when we were going through the trademark process for that, we wanted to call"
1764600,1767840," them stick locks and we wanted to trademark that."
1767840,1773560," And we were basically told, yeah, you can't really trademark a name that is simply descriptive"
1773560,1776120," of the function of the product."
1776120,1782240," So how anyone managed to trademark TechPouch is sort of baffling to me."
1782240,1787600," It's cool to me that the owner of the TechPouch trademark apparently considers us an important"
1787600,1791600," enough rival to bother, to send a cease and desist to."
1791600,1792600," But any who..."
1792600,1793600," We need a new name."
1793600,1795600," The point is we need a new name."
1795600,1797840," And we need a new name so that we can relaunch the page."
1797840,1798840," Yeah."
1798840,1800000," Because if you notice, it was taken off the site."
1800000,1801000," Yeah."
1801000,1802000," So it holds tech."
1802000,1803280," I mean, it can hold anything."
1803280,1804360," We have a couple of ideas."
1804360,1805360," Can I have sandwiches?"
1805360,1806360," Do you want to..."
1806360,1809160," I mean, I wouldn't recommend putting a sandwich in it."
1809160,1810160," It could though."
1810160,1811560," Yeah, but these are fabric materials."
1811560,1812560," They're fairly absorbent."
1812560,1815760," If your sandwich gets a little leaky, get like some mayo in there."
1815760,1816760," I don't know if it would be great."
1816760,1817760," That would be not great."
1817760,1820320," Yeah, you don't need like sandwich mayo in this thing."
1820320,1823600," Anyway, the point is that we've got a couple of names."
1823600,1824920," Yeah, do you want to create a poll?"
1824920,1825920," Yeah, yeah."
1825920,1827080," Idea number one."
1827080,1830360," Where does this go?"
1830360,1831360," Yes."
1831360,1832360," Idea number one."
1832360,1834080," Gamer pouch."
1834080,1838480," Once again, I think that would be pretty difficult to trademark."
1838480,1840480," So it shouldn't be an issue."
1840480,1846240," But my problem with that is it sounds an awful lot like..."
1846240,1847240," You know?"
1847240,1848240," Ah, yes."
1848240,1849240," Gamer pouch."
1849240,1850240," Okay."
1850240,1851240," Other idea."
1851240,1854560," Mini tech sack."
1854560,1860000," That has its own innuendo problems."
1860000,1862360," Tynan said tech bag of holding."
1862360,1867360," We also call the big area in the backpack."
1867360,1869640," Yeah, we call that like the compartment of holding."
1869640,1872720," So I don't know."
1872720,1873720," Bag of tech."
1873720,1875560," Yeah, that's pretty funny."
1875560,1877320," Linus's tech sack."
1877320,1881680," Okay, I appreciate the suggestions floatplane chat."
1881680,1886760," I don't know that we're going to go with any of those."
1886760,1891000," Jit bag, nerd bag, the pouch."
1891000,1892800," Tech tips pouch."
1892800,1894240," Yeah, you also don't..."
1894240,1896040," Yeah, like you could take the mini off."
1896040,1897040," It could just be tech sack."
1897040,1898280," Yeah, it could be tech sack."
1898280,1899880," You want to throw tech sack in there?"
1899880,1901120," I said tech sack in there."
1901120,1903360," How about tech tips pouch?"
1903360,1904360," Tech tips pouch."
1904360,1905360," Yeah."
1905360,1906360," It's not tech pouch."
1906360,1907360," Tech tips pouch."
1907360,1908360," Tech tips pouch."
1908360,1909360," All right."
1909360,1912880," L.O.M. says tech sack is fine."
1912880,1914200," I kind of like tech sack."
1914200,1915760," Yeah, tech sack's not bad."
1915760,1916600," Thanks, bro."
1916600,1918920," Yeah, yeah, it's pretty good."
1918920,1920280," We could call it LTT pouch."
1920280,1922120," Yeah, yeah, that's actually not bad."
1922120,1923880," Throw LTT pouch in there."
1923880,1924880," LTT pouch."
1924880,1925880," You should probably..."
1925880,1927920," I feel like we're going to have to do like a read..."
